0.027374268,-0.028900146,0.065078735
0.03866577,-0.023406982,0.065078735
7.3086395,-59.835464,1.3287659
7.3437195,-59.874847,1.3384247
-3.6021729,-1.3789673,0.5540161
-3.5833588,-1.3872375,0.26417542
-3.7502594,-1.1661377,0.13621521
-3.791092,-1.0805664,0.11039734
-3.8591614,-1.0444641,0.10191345
-3.8459625,-1.0752869,0.13059998
-3.8041687,-1.1141357,0.2674713
-3.5189056,-1.0801697,0.2339325
-3.3113403,-1.0678253,0.1933899
-3.162506,-1.0766602,0.25463867
-3.0881958,-1.0420685,0.38235474
-3.0526886,-0.9178467,0.3822937
0.019424438,-0.00920105,-0.037994385
0.04095459,-0.081222534,-0.12638855
0.036575317,-0.20736694,-0.15791321
0.014556885,-0.2548523,-0.2922058
0.020248413,-0.22502136,-0.5384674
0.12553406,-0.2164917,-0.6958771
0.3718872,-0.2163086,-0.6206207
0.8791199,-0.13995361,-0.5697174
1.3946838,0.21315002,-0.61676025
1.7660065,0.53186035,-0.41540527
2.2814178,0.1708374,0.2770691
3.007141,-0.71928406,1.3123322
3.7965546,-1.247345,2.1466522
4.202408,-1.1650543,2.4095306
4.2977448,-1.5492096,2.5003815
4.6832886,-3.1895294,2.8161316
5.5051117,-5.331085,2.9247894
6.2444305,-6.6938477,2.3202667
6.3397217,-6.570633,1.2138824
5.6771545,-5.5551605,0.2199707
4.565216,-4.859375,-0.3443451
3.3002167,-4.8630676,-0.31472778
2.0675812,-4.9726563,0.012130737
1.1333313,-4.698593,0.08319092
1.272232,-4.2516327,0.7584686
1.2947235,-3.8239746,1.6120605
2.4919891,-3.694336,3.2118988
2.2269897,-3.5535736,3.5778198
2.3812103,-3.824936,3.6007385
2.1914215,-3.892868,3.9693604
1.1567078,-3.732727,3.840744
-0.9472656,-2.8517303,2.7471008
-3.507019,-1.3417358,1.1297913
-6.248825,-0.24723816,-0.01676941
-9.359116,-0.7497711,0.7853546
-12.531357,-2.5816803,3.6381073
-14.390915,-4.14505,5.203125
-13.883835,-4.429077,4.367813
-11.613892,-4.271179,3.3747559
-8.574173,-4.5292206,3.4482574
-5.065323,-5.2816772,4.5965576
-0.75245667,-6.656296,5.765457
4.2574005,-8.290939,6.0441895
8.448547,-8.481888,4.794388
10.133835,-5.6610107,2.192337
9.661133,-1.2255859,-0.63864136
8.771912,2.4286346,-2.9164886
8.275131,4.596161,-4.423996
7.9783173,5.4656677,-5.6763916
7.9180756,5.102234,-7.43071
8.393509,4.922867,-9.341873
9.691895,6.0667114,-10.740692
11.209595,7.5410614,-11.24704
11.842941,8.503937,-10.563751
11.666519,8.757599,-9.189209
11.325378,8.369812,-7.7777863
10.928848,7.6206207,-6.122406
10.395035,5.899582,-3.555603
11.972122,-1.4393463,3.000061
12.578705,-4.9013977,5.5306854
17.52237,-17.19342,11.396942
17.29248,-20.913254,12.911392
11.323227,-25.0327,12.484024
2.775406,-21.819412,8.137192
-5.1875763,-16.929245,3.876114
-10.900269,-11.624496,2.1690826
-14.349731,-6.5364075,1.8318024
-16.57489,-2.049347,1.2548218
-18.544037,2.0041351,0.38693237
-19.783768,5.1564636,-0.06417847
-19.532883,6.8352814,-0.043273926
-18.231842,8.013733,-0.054092407
-16.12706,10.3819275,0.11804199
-13.133163,12.736801,1.1065216
-10.426926,11.002655,2.4197845
-9.212662,4.347168,3.1350403
-8.3892975,-4.046829,3.5352936
-6.037613,-13.520157,4.8545837
-1.4492493,-25.078186,7.0317535
5.6433716,-33.811737,9.010452
13.974243,-33.45366,10.26918
19.222214,-25.480713,10.064331
19.182022,-15.400864,7.8330536
16.554749,-6.573288,3.5626526
13.851898,0.41033936,-0.95643616
11.464783,5.067917,-3.4300385
9.937912,6.2099915,-4.406662
10.016373,5.3076935,-5.50737
10.942963,5.8142853,-7.0489197
11.383163,8.05397,-8.517441
11.295731,9.912582,-9.466751
11.2765045,10.399429,-9.687759
10.99353,9.559082,-8.459595
10.387192,9.403503,-7.678009
10.067596,8.215347,-4.5417023
9.833679,7.7371826,-3.3048706
13.764038,1.907486,1.5710144
19.704773,-6.651245,5.9957886
27.506638,-18.737015,11.70108
29.423798,-29.611176,16.567657
21.035736,-33.298157,17.319809
7.1855316,-29.505722,14.076508
-5.7479095,-22.230942,10.174332
-14.247253,-14.2314,6.930008
-18.449966,-7.291031,3.898056
-21.663956,-2.4249573,1.472168
-25.131287,0.7009125,0.32981873
-26.614944,3.1089325,0.23838806
-25.513779,5.1890564,0.6808777
-23.126663,6.698654,1.2527618
-19.881805,7.4940033,1.5008087
-16.314178,6.7808685,1.1804657
-13.029877,4.282242,0.6042328
-10.027023,0.29649353,0.79785156
-7.026169,-6.4407654,3.011139
-3.1610565,-18.606628,6.782852
3.407196,-34.8676,9.737045
12.726059,-44.99153,11.006699
20.876694,-40.5737,11.015305
24.500519,-26.290817,8.157562
23.08722,-11.783524,2.0129395
18.122833,-1.6858826,-3.969986
13.01297,3.859665,-6.7449493
10.3216095,5.5814514,-6.8098907
10.285004,4.8832397,-6.4788055
11.419281,4.426773,-6.784149
11.8688965,5.51178,-7.4782867
11.182785,7.08432,-8.314682
9.876236,8.319992,-8.736221
9.549271,8.612991,-8.484146
9.907944,8.566315,-7.001953
9.761368,8.808807,-6.4339905
10.273392,8.431152,-4.8885803
10.50444,8.190308,-3.7167358
11.64003,6.8202515,-1.5444183
15.483734,2.2440948,1.5573425
24.548676,-9.232391,6.051178
33.729614,-27.284775,12.607391
30.249695,-38.92865,16.940628
14.883759,-36.70952,15.873917
-0.3087616,-27.407303,12.118362
-10.303619,-17.160416,8.406433
-15.805145,-8.825912,4.6617126
-18.855576,-2.2960205,1.1928864
-21.314484,2.7290344,-0.9258423
-23.190872,5.4302063,-1.5918121
-23.52414,6.2985077,-1.4161224
