@relation accelerometer_features

@attribute fft_coef_0000 numeric
@attribute fft_coef_0001 numeric
@attribute fft_coef_0002 numeric
@attribute fft_coef_0003 numeric
@attribute fft_coef_0004 numeric
@attribute fft_coef_0005 numeric
@attribute fft_coef_0006 numeric
@attribute fft_coef_0007 numeric
@attribute fft_coef_0008 numeric
@attribute fft_coef_0009 numeric
@attribute fft_coef_0010 numeric
@attribute fft_coef_0011 numeric
@attribute fft_coef_0012 numeric
@attribute fft_coef_0013 numeric
@attribute fft_coef_0014 numeric
@attribute fft_coef_0015 numeric
@attribute fft_coef_0016 numeric
@attribute fft_coef_0017 numeric
@attribute fft_coef_0018 numeric
@attribute fft_coef_0019 numeric
@attribute fft_coef_0020 numeric
@attribute fft_coef_0021 numeric
@attribute fft_coef_0022 numeric
@attribute fft_coef_0023 numeric
@attribute fft_coef_0024 numeric
@attribute fft_coef_0025 numeric
@attribute fft_coef_0026 numeric
@attribute fft_coef_0027 numeric
@attribute fft_coef_0028 numeric
@attribute fft_coef_0029 numeric
@attribute fft_coef_0030 numeric
@attribute fft_coef_0031 numeric
@attribute fft_coef_0032 numeric
@attribute fft_coef_0033 numeric
@attribute fft_coef_0034 numeric
@attribute fft_coef_0035 numeric
@attribute fft_coef_0036 numeric
@attribute fft_coef_0037 numeric
@attribute fft_coef_0038 numeric
@attribute fft_coef_0039 numeric
@attribute fft_coef_0040 numeric
@attribute fft_coef_0041 numeric
@attribute fft_coef_0042 numeric
@attribute fft_coef_0043 numeric
@attribute fft_coef_0044 numeric
@attribute fft_coef_0045 numeric
@attribute fft_coef_0046 numeric
@attribute fft_coef_0047 numeric
@attribute fft_coef_0048 numeric
@attribute fft_coef_0049 numeric
@attribute fft_coef_0050 numeric
@attribute fft_coef_0051 numeric
@attribute fft_coef_0052 numeric
@attribute fft_coef_0053 numeric
@attribute fft_coef_0054 numeric
@attribute fft_coef_0055 numeric
@attribute fft_coef_0056 numeric
@attribute fft_coef_0057 numeric
@attribute fft_coef_0058 numeric
@attribute fft_coef_0059 numeric
@attribute fft_coef_0060 numeric
@attribute fft_coef_0061 numeric
@attribute fft_coef_0062 numeric
@attribute fft_coef_0063 numeric
@attribute max numeric
@attribute label {standing,walking,running,others}

@data
19.116429,0.92914,0.768608,0.274285,0.243133,1.169249,0.46777,1.276346,0.775845,0.159384,0.152052,0.287379,0.245162,0.359498,0.224239,0.135288,0.114558,0.050458,0.024912,0.053433,0.070914,0.095614,0.008263,0.088511,0.080359,0.041013,0.021549,0.027845,0.031839,0.025306,0.068848,0.058392,0.031666,0.058392,0.068848,0.025306,0.031839,0.027845,0.021549,0.041013,0.080359,0.088511,0.008263,0.095614,0.070914,0.053433,0.024912,0.050458,0.114558,0.135288,0.224239,0.359498,0.245162,0.287379,0.152052,0.159384,0.775845,1.276346,0.46777,1.169249,0.243133,0.274285,0.768608,0.92914,0.386626,standing
19.804189,0.71865,0.664518,1.002726,1.300784,0.742149,0.020515,0.796157,0.521323,0.425174,0.125636,0.282336,0.122016,0.405749,0.14282,0.188157,0.11213,0.029696,0.082707,0.023439,0.020138,0.013944,0.024651,0.047807,0.006858,0.0655,0.071226,0.024096,0.05104,0.001418,0.038068,0.028207,0.021077,0.028207,0.038068,0.001418,0.05104,0.024096,0.071226,0.0655,0.006858,0.047807,0.024651,0.013944,0.020138,0.023439,0.082707,0.029696,0.11213,0.188157,0.14282,0.405749,0.122016,0.282336,0.125636,0.425174,0.521323,0.796157,0.020515,0.742149,1.300784,1.002726,0.664518,0.71865,0.470195,standing
115.431741,67.651568,15.577515,23.55038,16.793899,5.190931,6.265887,3.344185,0.461013,2.843895,0.440492,2.356293,0.825718,3.396445,2.845529,0.591314,2.029288,0.840289,0.876575,1.355841,1.182841,0.924222,1.143034,1.166299,0.882228,0.902644,0.592587,0.75306,1.070259,1.213156,1.104159,0.748361,0.460808,0.748361,1.104159,1.213156,1.070259,0.75306,0.592587,0.902644,0.882228,1.166299,1.143034,0.924222,1.182841,1.355841,0.876575,0.840289,2.029288,0.591314,2.845529,3.396445,0.825718,2.356293,0.440492,2.843895,0.461013,3.344185,6.265887,5.190931,16.793899,23.55038,15.577515,67.651568,5.54298,standing
21.351362,8.248349,4.609586,6.003094,5.237184,2.435631,2.789096,1.839863,0.841578,1.941613,2.378148,1.446146,1.572762,1.871818,2.391038,1.721125,1.247088,0.917823,0.72849,0.76629,0.82954,0.862932,0.951899,0.908619,1.028317,0.702133,0.697488,0.65389,0.759724,0.891655,0.847752,0.587714,0.756133,0.587714,0.847752,0.891655,0.759724,0.65389,0.697488,0.702133,1.028317,0.908619,0.951899,0.862932,0.82954,0.76629,0.72849,0.917823,1.247088,1.721125,2.391038,1.871818,1.572762,1.446146,2.378148,1.941613,0.841578,1.839863,2.789096,2.435631,5.237184,6.003094,4.609586,8.248349,1.833525,standing
14.945038,0.623517,0.88967,1.922172,0.206532,1.450976,0.468844,0.731903,0.793103,0.240419,0.423511,0.328414,0.404892,0.723091,0.567867,0.193662,0.344676,0.256294,0.424042,0.343131,0.237199,0.234644,0.256396,0.228557,0.218469,0.210159,0.232215,0.182151,0.208162,0.228361,0.165287,0.225173,0.187103,0.225173,0.165287,0.228361,0.208162,0.182151,0.232215,0.210159,0.218469,0.228557,0.256396,0.234644,0.237199,0.343131,0.424042,0.256294,0.344676,0.193662,0.567867,0.723091,0.404892,0.328414,0.423511,0.240419,0.793103,0.731903,0.468844,1.450976,0.206532,1.922172,0.88967,0.623517,0.476743,standing
13.350145,0.394456,2.777542,0.037378,0.752839,0.790734,0.111504,0.076387,0.31498,0.306494,0.062163,0.024849,0.224617,0.196359,0.132118,0.0411,0.054327,0.081109,0.033125,0.03554,0.032373,0.06587,0.040998,0.069508,0.02238,0.087147,0.044753,0.077705,0.029177,0.090369,0.027287,0.094809,0.035733,0.094809,0.027287,0.090369,0.029177,0.077705,0.044753,0.087147,0.02238,0.069508,0.040998,0.06587,0.032373,0.03554,0.033125,0.081109,0.054327,0.0411,0.132118,0.196359,0.224617,0.024849,0.062163,0.306494,0.31498,0.076387,0.111504,0.790734,0.752839,0.037378,2.777542,0.394456,0.354591,standing
16.907578,0.338625,1.093649,0.562886,0.707455,0.421051,0.332604,0.258146,0.325322,0.047324,0.055744,0.205932,0.090067,0.175819,0.211799,0.03083,0.164761,0.114252,0.138812,0.02703,0.118246,0.055948,0.06302,0.053205,0.029001,0.033148,0.0552,0.052182,0.058856,0.070601,0.039811,0.062857,0.071832,0.062857,0.039811,0.070601,0.058856,0.052182,0.0552,0.033148,0.029001,0.053205,0.06302,0.055948,0.118246,0.02703,0.138812,0.114252,0.164761,0.03083,0.211799,0.175819,0.090067,0.205932,0.055744,0.047324,0.325322,0.258146,0.332604,0.421051,0.707455,0.562886,1.093649,0.338625,0.362302,standing
15.534051,0.684189,2.432484,0.954942,0.794919,0.578301,1.022438,0.453373,0.1668,0.093561,0.503147,0.359245,0.283193,0.084116,0.142872,0.116697,0.240173,0.07569,0.162357,0.136682,0.127469,0.169042,0.092183,0.092973,0.140168,0.103396,0.089794,0.092703,0.060953,0.05307,0.115706,0.126496,0.089309,0.126496,0.115706,0.05307,0.060953,0.092703,0.089794,0.103396,0.140168,0.092973,0.092183,0.169042,0.127469,0.136682,0.162357,0.07569,0.240173,0.116697,0.142872,0.084116,0.283193,0.359245,0.503147,0.093561,0.1668,0.453373,1.022438,0.578301,0.794919,0.954942,2.432484,0.684189,0.351597,standing
20.525679,4.622131,2.564599,2.208604,1.038587,1.197929,1.290425,0.077102,0.65465,0.39292,0.521699,0.28918,0.281031,0.084468,0.406954,0.56105,0.144431,0.213337,0.268998,0.107203,0.202809,0.250639,0.258642,0.120862,0.083199,0.179142,0.176543,0.033405,0.03614,0.126465,0.078267,0.083406,0.007095,0.083406,0.078267,0.126465,0.03614,0.033405,0.176543,0.179142,0.083199,0.120862,0.258642,0.250639,0.202809,0.107203,0.268998,0.213337,0.144431,0.56105,0.406954,0.084468,0.281031,0.28918,0.521699,0.39292,0.65465,0.077102,1.290425,1.197929,1.038587,2.208604,2.564599,4.622131,0.777605,standing
12.236665,0.743338,0.529932,0.82034,0.240483,0.196476,0.976735,0.786469,0.278621,0.52472,0.676498,0.427605,0.138343,0.42487,0.84286,0.288501,0.169998,0.218829,0.175845,0.069379,0.115793,0.090024,0.033689,0.110517,0.046815,0.149397,0.101053,0.064926,0.017542,0.049538,0.050824,0.035176,0.045226,0.035176,0.050824,0.049538,0.017542,0.064926,0.101053,0.149397,0.046815,0.110517,0.033689,0.090024,0.115793,0.069379,0.175845,0.218829,0.169998,0.288501,0.84286,0.42487,0.138343,0.427605,0.676498,0.52472,0.278621,0.786469,0.976735,0.196476,0.240483,0.82034,0.529932,0.743338,0.336934,standing
417.938361,186.709478,105.329596,96.179948,97.261568,48.28415,59.452239,57.501149,69.972781,73.164129,69.835651,63.223646,65.450589,54.328737,47.597847,50.523306,50.699643,49.718889,53.619202,48.032204,40.965589,38.676775,31.229123,28.016767,30.638615,27.719493,27.469044,27.012863,20.264128,18.993461,13.966844,10.019921,11.645272,10.019921,13.966844,18.993461,20.264128,27.012863,27.469044,27.719493,30.638615,28.016767,31.229123,38.676775,40.965589,48.032204,53.619202,49.718889,50.699643,50.523306,47.597847,54.328737,65.450589,63.223646,69.835651,73.164129,69.972781,57.501149,59.452239,48.28415,97.261568,96.179948,105.329596,186.709478,50.422652,walking
429.515368,10.536978,36.539719,41.453255,3.906381,23.741148,15.383947,5.432816,7.241381,5.805501,3.899646,6.424463,3.229858,5.242172,3.553568,3.988748,1.980156,1.09151,1.472195,1.390317,0.532089,1.022532,0.474793,0.634036,0.599989,1.326476,0.124971,0.919632,0.7076,1.323626,0.29028,1.158748,0.884811,1.158748,0.29028,1.323626,0.7076,0.919632,0.124971,1.326476,0.599989,0.634036,0.474793,1.022532,0.532089,1.390317,1.472195,1.09151,1.980156,3.988748,3.553568,5.242172,3.229858,6.424463,3.899646,5.805501,7.241381,5.432816,15.383947,23.741148,3.906381,41.453255,36.539719,10.536978,9.846241,walking
457.025679,18.041172,14.005684,27.795397,3.88928,11.161764,13.138855,7.367851,3.974868,3.158505,7.609449,3.977539,3.156526,1.351021,3.151273,0.990252,2.87596,1.12851,1.601728,0.523317,0.112463,0.801856,0.903663,0.970015,0.192288,0.683502,0.554596,0.367994,0.251678,0.590155,0.325092,0.165246,0.303046,0.165246,0.325092,0.590155,0.251678,0.367994,0.554596,0.683502,0.192288,0.970015,0.903663,0.801856,0.112463,0.523317,1.601728,1.12851,2.87596,0.990252,3.151273,1.351021,3.156526,3.977539,7.609449,3.158505,3.974868,7.367851,13.138855,11.161764,3.88928,27.795397,14.005684,18.041172,8.614058,walking
380.481361,59.615994,6.21025,32.94264,13.808741,2.810607,20.360206,19.290027,9.84079,1.270933,8.054364,7.10566,4.384965,5.563976,2.474751,5.209626,2.859198,3.440076,4.471728,2.365344,3.217793,3.807751,2.259375,2.050202,2.126904,1.579434,2.440833,3.412401,2.877627,3.327283,2.254636,1.552414,1.556894,1.552414,2.254636,3.327283,2.877627,3.412401,2.440833,1.579434,2.126904,2.050202,2.259375,3.807751,3.217793,2.365344,4.471728,3.440076,2.859198,5.209626,2.474751,5.563976,4.384965,7.10566,8.054364,1.270933,9.84079,19.290027,20.360206,2.810607,13.808741,32.94264,6.21025,59.615994,9.355333,walking
309.400798,33.096903,32.76759,22.379745,18.334258,1.627918,9.979356,15.993888,8.328459,1.84649,5.73887,5.576306,2.8886,3.574915,4.768204,3.089907,2.120576,2.074598,1.593496,1.598193,0.183709,0.625678,0.375663,0.793147,0.711884,1.072595,0.816134,1.007491,1.084666,0.720356,1.51161,0.37078,1.677447,0.37078,1.51161,0.720356,1.084666,1.007491,0.816134,1.072595,0.711884,0.793147,0.375663,0.625678,0.183709,1.598193,1.593496,2.074598,2.120576,3.089907,4.768204,3.574915,2.8886,5.576306,5.73887,1.84649,8.328459,15.993888,9.979356,1.627918,18.334258,22.379745,32.76759,33.096903,7.120973,walking
345.022981,26.217947,37.739948,32.163217,12.770407,17.168858,7.848711,13.213397,6.615348,13.56226,3.682874,4.552477,2.068298,1.334484,3.418222,1.736449,3.246946,0.49808,2.882935,0.489888,1.525507,0.52275,1.332139,0.908839,1.36691,1.115377,1.38694,1.140462,1.313618,1.158025,1.232133,1.208289,1.218625,1.208289,1.232133,1.158025,1.313618,1.140462,1.38694,1.115377,1.36691,0.908839,1.332139,0.52275,1.525507,0.489888,2.882935,0.49808,3.246946,1.736449,3.418222,1.334484,2.068298,4.552477,3.682874,13.56226,6.615348,13.213397,7.848711,17.168858,12.770407,32.163217,37.739948,26.217947,7.164847,walking
400.030407,47.50274,37.596843,13.99234,3.618597,6.788312,14.063007,11.325052,11.802405,6.086905,3.835237,2.155436,6.337497,3.760327,4.77827,4.174808,2.853002,2.895865,0.86755,2.174301,1.134955,1.606571,0.595295,1.291222,0.581383,1.208913,1.12711,1.162078,1.298721,1.039664,1.359381,1.062329,1.400143,1.062329,1.359381,1.039664,1.298721,1.162078,1.12711,1.208913,0.581383,1.291222,0.595295,1.606571,1.134955,2.174301,0.86755,2.895865,2.853002,4.174808,4.77827,3.760327,6.337497,2.155436,3.835237,6.086905,11.802405,11.325052,14.063007,6.788312,3.618597,13.99234,37.596843,47.50274,8.695468,walking
374.047407,45.462898,6.329074,31.596054,13.113814,11.330151,14.381116,16.982873,9.174574,3.869518,5.631907,8.974765,4.296337,2.790981,4.235835,2.929127,0.300784,2.503423,1.467448,1.528902,1.000124,1.010526,0.894163,0.479328,0.749672,0.234635,0.8231,0.213534,0.594087,0.488437,0.326486,0.644553,0.081169,0.644553,0.326486,0.488437,0.594087,0.213534,0.8231,0.234635,0.749672,0.479328,0.894163,1.010526,1.000124,1.528902,1.467448,2.503423,0.300784,2.929127,4.235835,2.790981,4.296337,8.974765,5.631907,3.869518,9.174574,16.982873,14.381116,11.330151,13.113814,31.596054,6.329074,45.462898,8.757519,walking
375.083722,95.199577,71.235443,63.257551,12.459747,35.066964,23.863406,4.112587,16.266806,16.10667,9.62315,17.583224,12.812492,8.838357,14.283558,5.197119,6.373193,9.611068,2.16771,8.482668,7.524578,2.436935,8.838406,5.809713,3.225675,8.864846,4.379912,4.959219,8.00282,2.917962,5.051714,6.819775,2.232143,6.819775,5.051714,2.917962,8.00282,4.959219,4.379912,8.864846,3.225675,5.809713,8.838406,2.436935,7.524578,8.482668,2.16771,9.611068,6.373193,5.197119,14.283558,8.838357,12.812492,17.583224,9.62315,16.10667,16.266806,4.112587,23.863406,35.066964,12.459747,63.257551,71.235443,95.199577,13.634621,walking
568.231134,156.180275,34.961662,8.663723,22.254692,16.416435,9.546143,6.500108,10.433742,1.124737,3.399973,3.926455,1.817911,3.56328,4.535746,4.794113,2.093129,3.678517,1.609861,2.684606,1.299096,2.145058,1.885491,1.209336,2.070991,2.39768,1.992598,1.028627,1.030575,2.426746,2.618933,1.533431,0.328921,1.533431,2.618933,2.426746,1.030575,1.028627,1.992598,2.39768,2.070991,1.209336,1.885491,2.145058,1.299096,2.684606,1.609861,3.678517,2.093129,4.794113,4.535746,3.56328,1.817911,3.926455,3.399973,1.124737,10.433742,6.500108,9.546143,16.416435,22.254692,8.663723,34.961662,156.180275,14.775097,walking
661.334148,60.444555,5.021932,35.724699,6.457065,18.396213,9.500468,4.127733,3.375966,5.727972,2.765577,0.415425,4.757004,3.228114,2.055426,2.854605,2.173773,2.226569,2.324803,2.0223,2.405298,1.556568,2.217631,2.125255,2.07125,2.243596,1.54543,1.840965,2.082088,1.197371,1.990605,2.239037,1.330796,2.239037,1.990605,1.197371,2.082088,1.840965,1.54543,2.243596,2.07125,2.125255,2.217631,1.556568,2.405298,2.0223,2.324803,2.226569,2.173773,2.854605,2.055426,3.228114,4.757004,0.415425,2.765577,5.727972,3.375966,4.127733,9.500468,18.396213,6.457065,35.724699,5.021932,60.444555,12.874725,walking
571.898474,17.947439,17.370694,25.752537,16.573694,22.26586,16.819898,4.306634,13.013901,4.014771,5.775653,7.647199,6.513515,1.992498,4.593318,0.759884,2.674711,2.414871,0.852402,1.860455,3.541809,0.983701,1.497494,1.431852,1.026001,1.744694,0.511723,1.132959,0.997129,1.461437,1.867175,1.300822,2.517452,1.300822,1.867175,1.461437,0.997129,1.132959,0.511723,1.744694,1.026001,1.431852,1.497494,0.983701,3.541809,1.860455,0.852402,2.414871,2.674711,0.759884,4.593318,1.992498,6.513515,7.647199,5.775653,4.014771,13.013901,4.306634,16.819898,22.26586,16.573694,25.752537,17.370694,17.947439,11.067169,walking
643.224025,53.280787,86.451223,23.10684,22.56556,10.461119,15.072364,15.4059,8.461136,16.172682,3.271569,13.79178,8.557121,6.435853,4.687102,1.001632,1.961074,3.267797,4.111404,2.311066,3.731848,1.523367,2.458413,1.259481,2.836294,1.685747,2.601884,2.110807,2.066507,2.794227,1.30717,2.932842,0.976618,2.932842,1.30717,2.794227,2.066507,2.110807,2.601884,1.685747,2.836294,1.259481,2.458413,1.523367,3.731848,2.311066,4.111404,3.267797,1.961074,1.001632,4.687102,6.435853,8.557121,13.79178,3.271569,16.172682,8.461136,15.4059,15.072364,10.461119,22.56556,23.10684,86.451223,53.280787,14.714469,walking
594.710963,141.932364,38.910477,28.510325,12.507322,19.660773,16.170073,11.080794,13.955775,9.389893,7.360901,7.366872,1.377561,4.146039,5.925036,3.340204,2.687786,2.537654,0.964815,2.298349,2.004962,2.339707,1.898256,1.196321,2.053673,0.700318,2.178774,1.055288,1.845733,1.51693,1.344542,1.901043,1.091145,1.901043,1.344542,1.51693,1.845733,1.055288,2.178774,0.700318,2.053673,1.196321,1.898256,2.339707,2.004962,2.298349,0.964815,2.537654,2.687786,3.340204,5.925036,4.146039,1.377561,7.366872,7.360901,9.389893,13.955775,11.080794,16.170073,19.660773,12.507322,28.510325,38.910477,141.932364,14.976088,walking
421.752512,136.542638,57.873629,36.924409,8.13348,16.665942,3.559382,5.590436,18.963539,4.315624,14.497244,8.450131,5.909369,9.777879,5.359857,5.247408,8.131345,2.571213,2.59713,4.763679,1.660078,1.795744,1.508247,0.50647,1.549745,1.025545,2.718401,0.564912,2.211177,2.674017,2.162384,2.438703,1.974184,2.438703,2.162384,2.674017,2.211177,0.564912,2.718401,1.025545,1.549745,0.50647,1.508247,1.795744,1.660078,4.763679,2.59713,2.571213,8.131345,5.247408,5.359857,9.777879,5.909369,8.450131,14.497244,4.315624,18.963539,5.590436,3.559382,16.665942,8.13348,36.924409,57.873629,136.542638,12.720224,walking
480.765041,84.173035,42.322199,36.874546,20.162562,29.402656,1.965268,12.860231,7.896481,4.541739,3.606166,8.232956,3.165573,5.915092,3.218183,3.925012,1.881325,2.051578,0.641833,2.233285,1.547164,0.893528,2.290832,1.314312,1.829376,2.072602,0.610701,1.470411,2.09836,0.477851,2.149087,1.919975,0.253575,1.919975,2.149087,0.477851,2.09836,1.470411,0.610701,2.072602,1.829376,1.314312,2.290832,0.893528,1.547164,2.233285,0.641833,2.051578,1.881325,3.925012,3.218183,5.915092,3.165573,8.232956,3.606166,4.541739,7.896481,12.860231,1.965268,29.402656,20.162562,36.874546,42.322199,84.173035,12.521616,walking
490.876151,93.476298,50.009318,18.212124,19.999511,21.958664,13.546006,19.668985,1.29664,10.940106,0.62279,4.520555,1.956454,6.993986,5.484322,4.281188,2.477336,2.431218,2.94181,2.211133,0.884492,1.744415,1.027751,0.974181,1.453503,1.872304,1.26356,1.293146,0.7947,1.156278,0.6699,0.090064,0.599883,0.090064,0.6699,1.156278,0.7947,1.293146,1.26356,1.872304,1.453503,0.974181,1.027751,1.744415,0.884492,2.211133,2.94181,2.431218,2.477336,4.281188,5.484322,6.993986,1.956454,4.520555,0.62279,10.940106,1.29664,19.668985,13.546006,21.958664,19.999511,18.212124,50.009318,93.476298,11.913905,walking
440.934542,114.836924,30.167632,24.600836,14.505248,10.941638,13.102781,6.793976,6.773502,9.106563,9.787218,8.074376,1.125428,6.535676,0.692012,4.014517,1.673146,2.960314,2.618591,0.188067,0.877401,1.189518,0.99172,0.552272,0.45241,0.569407,0.888563,0.457493,1.141468,1.26252,0.112643,0.81038,0.917389,0.81038,0.112643,1.26252,1.141468,0.457493,0.888563,0.569407,0.45241,0.552272,0.99172,1.189518,0.877401,0.188067,2.618591,2.960314,1.673146,4.014517,0.692012,6.535676,1.125428,8.074376,9.787218,9.106563,6.773502,6.793976,13.102781,10.941638,14.505248,24.600836,30.167632,114.836924,13.36177,walking
481.751797,127.122874,23.575011,21.824932,13.567154,4.810101,6.072502,2.953643,4.871736,5.195709,1.706376,3.396191,5.410138,8.336122,6.655026,5.081796,1.190128,2.23806,2.029758,0.194079,0.89596,0.601847,0.244622,0.206182,0.300736,0.134763,0.249104,0.342982,0.041411,0.390117,0.28117,0.130915,0.529874,0.130915,0.28117,0.390117,0.041411,0.342982,0.249104,0.134763,0.300736,0.206182,0.244622,0.601847,0.89596,0.194079,2.029758,2.23806,1.190128,5.081796,6.655026,8.336122,5.410138,3.396191,1.706376,5.195709,4.871736,2.953643,6.072502,4.810101,13.567154,21.824932,23.575011,127.122874,12.182614,walking
541.871643,108.564349,14.27763,16.640765,15.421481,15.216064,12.224477,3.636807,4.686622,2.808882,6.925029,4.825919,3.210479,4.955335,4.493337,1.85749,2.556501,0.884289,0.793937,1.624024,0.343969,0.497313,1.015008,0.928546,0.476755,0.524482,0.785585,0.730951,0.686113,0.618042,0.773959,0.707543,0.706043,0.707543,0.773959,0.618042,0.686113,0.730951,0.785585,0.524482,0.476755,0.928546,1.015008,0.497313,0.343969,1.624024,0.793937,0.884289,2.556501,1.85749,4.493337,4.955335,3.210479,4.825919,6.925029,2.808882,4.686622,3.636807,12.224477,15.216064,15.421481,16.640765,14.27763,108.564349,12.649731,walking
573.876206,91.409321,12.936148,28.937056,11.347069,27.438921,14.631508,12.225334,7.631078,5.675948,3.218065,1.246116,4.495507,4.026738,2.646464,4.361463,2.506363,1.394659,0.546654,0.72155,1.137026,0.427064,0.739675,0.093534,0.93988,0.079126,0.776676,0.202032,0.788258,0.127207,0.765087,0.033446,0.754947,0.033446,0.765087,0.127207,0.788258,0.202032,0.776676,0.079126,0.93988,0.093534,0.739675,0.427064,1.137026,0.72155,0.546654,1.394659,2.506363,4.361463,2.646464,4.026738,4.495507,1.246116,3.218065,5.675948,7.631078,12.225334,14.631508,27.438921,11.347069,28.937056,12.936148,91.409321,12.765614,walking
543.360511,49.77791,71.126155,48.214578,33.267089,11.085474,20.953529,11.421295,10.522425,5.416065,16.498168,7.011961,5.317967,4.771688,8.376695,3.962405,6.824191,3.469479,6.570361,5.18458,3.329328,3.444808,1.848052,3.342117,2.602982,3.008682,2.939687,2.296491,2.919267,2.298047,2.64335,2.504734,2.36498,2.504734,2.64335,2.298047,2.919267,2.296491,2.939687,3.008682,2.602982,3.342117,1.848052,3.444808,3.329328,5.18458,6.570361,3.469479,6.824191,3.962405,8.376695,4.771688,5.317967,7.011961,16.498168,5.416065,10.522425,11.421295,20.953529,11.085474,33.267089,48.214578,71.126155,49.77791,12.967725,walking
456.368065,88.780135,72.414454,31.864169,36.830493,35.160335,26.737018,17.448539,8.822815,8.565419,10.842721,9.630287,6.195906,8.13849,5.297846,2.381234,2.031163,2.605573,4.804519,5.970112,7.605337,6.693384,4.898421,4.003047,2.648391,3.068033,4.789478,5.227446,5.590988,6.098419,5.176781,3.595528,3.331122,3.595528,5.176781,6.098419,5.590988,5.227446,4.789478,3.068033,2.648391,4.003047,4.898421,6.693384,7.605337,5.970112,4.804519,2.605573,2.031163,2.381234,5.297846,8.13849,6.195906,9.630287,10.842721,8.565419,8.822815,17.448539,26.737018,35.160335,36.830493,31.864169,72.414454,88.780135,12.667254,walking
624.665788,133.452089,95.944605,13.324285,9.727203,7.762322,16.011824,14.509307,4.488548,14.378096,10.360755,7.888561,2.407211,2.49824,4.757957,5.453571,4.670703,1.256122,1.543064,1.347036,1.749708,1.034699,0.802106,1.138885,1.326303,1.115784,0.936757,1.755585,1.211182,0.389022,0.482679,1.288675,1.65356,1.288675,0.482679,0.389022,1.211182,1.755585,0.936757,1.115784,1.326303,1.138885,0.802106,1.034699,1.749708,1.347036,1.543064,1.256122,4.670703,5.453571,4.757957,2.49824,2.407211,7.888561,10.360755,14.378096,4.488548,14.509307,16.011824,7.762322,9.727203,13.324285,95.944605,133.452089,15.254291,walking
612.724758,119.846919,88.808324,2.794504,26.917399,27.910705,10.065719,12.586525,10.817101,8.647956,2.363554,1.976416,5.600039,4.180255,5.572929,2.112124,1.523169,3.428004,3.078645,1.441966,2.449437,3.041904,1.515361,0.377186,1.78854,3.023268,2.202905,0.787218,1.737641,1.835101,1.543907,1.31933,1.620408,1.31933,1.543907,1.835101,1.737641,0.787218,2.202905,3.023268,1.78854,0.377186,1.515361,3.041904,2.449437,1.441966,3.078645,3.428004,1.523169,2.112124,5.572929,4.180255,5.600039,1.976416,2.363554,8.647956,10.817101,12.586525,10.065719,27.910705,26.917399,2.794504,88.808324,119.846919,14.248412,walking
558.608489,234.664071,92.7442,19.140646,7.476837,4.705472,11.604419,5.308011,4.315376,5.57849,6.281456,7.911906,5.58281,3.627953,3.815851,4.293092,3.834223,1.705335,1.794357,0.693243,0.876041,0.206703,0.506919,1.03811,0.927318,1.048476,1.608302,1.384935,1.395272,2.436739,1.593526,1.893176,1.831918,1.893176,1.593526,2.436739,1.395272,1.384935,1.608302,1.048476,0.927318,1.03811,0.506919,0.206703,0.876041,0.693243,1.794357,1.705335,3.834223,4.293092,3.815851,3.627953,5.58281,7.911906,6.281456,5.57849,4.315376,5.308011,11.604419,4.705472,7.476837,19.140646,92.7442,234.664071,18.332922,walking
635.220945,139.921077,66.355601,26.969218,9.658247,7.264327,3.419347,1.521282,4.302453,3.546884,3.924975,3.714709,3.505554,1.92226,3.198536,6.503306,0.825639,2.750587,2.430935,1.425751,1.879474,1.495865,1.520498,1.38613,1.541531,1.265709,1.432644,1.148255,1.239798,1.037958,0.866978,1.05237,0.67231,1.05237,0.866978,1.037958,1.239798,1.148255,1.432644,1.265709,1.541531,1.38613,1.520498,1.495865,1.879474,1.425751,2.430935,2.750587,0.825639,6.503306,3.198536,1.92226,3.505554,3.714709,3.924975,3.546884,4.302453,1.521282,3.419347,7.264327,9.658247,26.969218,66.355601,139.921077,13.935708,walking
622.374106,130.154545,63.07418,20.358682,7.682217,12.364474,10.60577,9.212218,2.625876,4.563653,8.14364,7.624283,6.502256,2.146512,2.575187,2.171383,3.028284,2.73921,1.368603,1.530205,2.231396,1.989401,1.796585,1.412232,1.596144,1.519443,1.440878,1.465297,1.179192,1.404012,1.025692,1.391574,1.0335,1.391574,1.025692,1.404012,1.179192,1.465297,1.440878,1.519443,1.596144,1.412232,1.796585,1.989401,2.231396,1.530205,1.368603,2.73921,3.028284,2.171383,2.575187,2.146512,6.502256,7.624283,8.14364,4.563653,2.625876,9.212218,10.60577,12.364474,7.682217,20.358682,63.07418,130.154545,13.643294,walking
585.438557,124.43843,28.82922,24.79097,14.999404,17.233151,13.192949,8.523375,9.485746,12.103993,9.021329,11.7613,6.363563,7.539221,6.024491,4.424197,3.072522,2.685845,2.758841,2.767567,2.692986,2.92121,2.536535,2.386832,2.540973,2.6482,2.380107,1.831674,1.894244,1.725437,1.922965,1.797683,1.859473,1.797683,1.922965,1.725437,1.894244,1.831674,2.380107,2.6482,2.540973,2.386832,2.536535,2.92121,2.692986,2.767567,2.758841,2.685845,3.072522,4.424197,6.024491,7.539221,6.363563,11.7613,9.021329,12.103993,9.485746,8.523375,13.192949,17.233151,14.999404,24.79097,28.82922,124.43843,12.556673,walking
